1,Region3_DJF_Aqua/Aqua_CorrectedReflectance20150205_-135--114_-15--1.jpeg,31,541,1072,1384,Sugar
2,Region3_SON_Terra/Terra_CorrectedReflectance20121001_-135--114_-15--1.jpeg,1008,47,2089,1012,Flower
3,Region1_DJF_Aqua/Aqua_CorrectedReflectance20110118_-61--40_10-24.jpeg,1172,436,2088,945,Fish
4,Region1_DJF_Aqua/Aqua_CorrectedReflectance20110216_-61--40_10-24.jpeg,1112,325,2094,1051,Flower
6,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070507_-61--40_10-24.jpeg,902,22,1576,650,Gravel
8,Region1_DJF_Aqua/Aqua_CorrectedReflectance20080217_-61--40_10-24.jpeg,31,243,1492,981,Flower
10,Region3_DJF_Terra/Terra_CorrectedReflectance20091205_-135--114_-15--1.jpeg,985,893,2095,1393,Flower
12,Region3_SON_Terra/Terra_CorrectedReflectance20101013_-135--114_-15--1.jpeg,346,89,1827,1348,Flower
13,Region1_DJF_Aqua/Aqua_CorrectedReflectance20150203_-61--40_10-24.jpeg,3,758,2079,1377,Sugar
14,Region1_DJF_Aqua/Aqua_CorrectedReflectance20150203_-61--40_10-24.jpeg,58,181,2080,628,Fish
15,Region3_SON_Terra/Terra_CorrectedReflectance20141009_-135--114_-15--1.jpeg,24,13,854,1376,Sugar
16,Region3_SON_Terra/Terra_CorrectedReflectance20141009_-135--114_-15--1.jpeg,1281,15,2073,585,Flower
17,Region1_MAM_Aqua/Aqua_CorrectedReflectance20140308_-61--40_10-24.jpeg,10,155,2085,1337,Flower
18,Region3_SON_Aqua/Aqua_CorrectedReflectance20161104_-135--114_-15--1.jpeg,437,529,984,956,Fish
20,Region3_SON_Aqua/Aqua_CorrectedReflectance20161104_-135--114_-15--1.jpeg,32,7,330,918,Flower
21,Region1_DJF_Terra/Terra_CorrectedReflectance20081201_-61--40_10-24.jpeg,479,860,1493,1349,Sugar
22,Region1_DJF_Terra/Terra_CorrectedReflectance20081201_-61--40_10-24.jpeg,329,30,1203,442,Flower
23,Region1_MAM_Aqua/Aqua_CorrectedReflectance20160524_-61--40_10-24.jpeg,1627,32,2099,1133,Flower
24,Region1_MAM_Aqua/Aqua_CorrectedReflectance20160524_-61--40_10-24.jpeg,1002,906,1131,911,Gravel
25,Region1_MAM_Aqua/Aqua_CorrectedReflectance20160524_-61--40_10-24.jpeg,236,70,760,1086,Gravel
26,Region3_DJF_Aqua/Aqua_CorrectedReflectance20111223_-135--114_-15--1.jpeg,56,316,578,861,Sugar
27,Region3_DJF_Aqua/Aqua_CorrectedReflectance20111223_-135--114_-15--1.jpeg,1513,301,1867,608,Flower
28,Region3_DJF_Aqua/Aqua_CorrectedReflectance20111223_-135--114_-15--1.jpeg,1107,1050,1925,1392,Sugar
29,Region3_SON_Terra/Terra_CorrectedReflectance20170913_-135--114_-15--1.jpeg,1117,384,2099,1399,Fish
31,Region1_MAM_Aqua/Aqua_CorrectedReflectance20120322_-61--40_10-24.jpeg,220,463,1601,1006,Gravel
32,Region1_MAM_Aqua/Aqua_CorrectedReflectance20120322_-61--40_10-24.jpeg,143,1024,686,1322,Fish
36,Region3_DJF_Terra/Terra_CorrectedReflectance20150224_-135--114_-15--1.jpeg,750,28,2029,778,Flower
37,Region3_DJF_Terra/Terra_CorrectedReflectance20150224_-135--114_-15--1.jpeg,661,852,1882,1378,Flower
38,Region2_DJF_Terra/Terra_CorrectedReflectance20161207_159-180_8-22.jpeg,359,119,2091,1341,Fish
39,Region2_DJF_Terra/Terra_CorrectedReflectance20161207_159-180_8-22.jpeg,939,14,1669,403,Gravel
40,Region2_DJF_Terra/Terra_CorrectedReflectance20070111_159-180_8-22.jpeg,113,296,1892,1383,Flower
41,Region3_DJF_Terra/Terra_CorrectedReflectance20100206_-135--114_-15--1.jpeg,716,711,1383,1392,Fish
42,Region3_DJF_Terra/Terra_CorrectedReflectance20100206_-135--114_-15--1.jpeg,83,12,1222,586,Sugar
43,Region3_DJF_Terra/Terra_CorrectedReflectance20100206_-135--114_-15--1.jpeg,31,916,706,1384,Gravel
44,Region3_DJF_Aqua/Aqua_CorrectedReflectance20090219_-135--114_-15--1.jpeg,110,56,2087,1383,Sugar
45,Region2_DJF_Terra/Terra_CorrectedReflectance20070225_159-180_8-22.jpeg,1402,386,2099,1399,Sugar
48,Region3_SON_Aqua/Aqua_CorrectedReflectance20081030_-135--114_-15--1.jpeg,78,13,2093,1213,Sugar
49,Region2_DJF_Terra/Terra_CorrectedReflectance20131230_159-180_8-22.jpeg,32,795,1102,1399,Sugar
50,Region2_DJF_Terra/Terra_CorrectedReflectance20131230_159-180_8-22.jpeg,511,125,840,647,Sugar
52,Region1_DJF_Terra/Terra_CorrectedReflectance20151206_-61--40_10-24.jpeg,14,426,1237,775,Fish
53,Region1_DJF_Terra/Terra_CorrectedReflectance20151206_-61--40_10-24.jpeg,9,3,2087,442,Sugar
54,Region1_DJF_Terra/Terra_CorrectedReflectance20151206_-61--40_10-24.jpeg,777,1146,2099,1399,Sugar
55,Region3_DJF_Terra/Terra_CorrectedReflectance20140119_-135--114_-15--1.jpeg,1252,9,2095,1399,Flower
56,Region3_DJF_Terra/Terra_CorrectedReflectance20140119_-135--114_-15--1.jpeg,96,12,1100,1399,Sugar
58,Region1_MAM_Terra/Terra_CorrectedReflectance20130522_-61--40_10-24.jpeg,523,623,1261,1053,Fish
59,Region3_SON_Terra/Terra_CorrectedReflectance20071126_-135--114_-15--1.jpeg,502,12,2094,1285,Flower
60,Region3_SON_Aqua/Aqua_CorrectedReflectance20130912_-135--114_-15--1.jpeg,566,154,1464,949,Flower
61,Region3_SON_Aqua/Aqua_CorrectedReflectance20130912_-135--114_-15--1.jpeg,1056,705,2086,1399,Flower
63,Region1_MAM_Aqua/Aqua_CorrectedReflectance20170516_-61--40_10-24.jpeg,1121,576,1904,1265,Flower
64,Region3_DJF_Terra/Terra_CorrectedReflectance20141226_-135--114_-15--1.jpeg,,,,,
66,Region3_SON_Aqua/Aqua_CorrectedReflectance20141013_-135--114_-15--1.jpeg,817,609,2071,1399,Fish
68,Region3_DJF_Aqua/Aqua_CorrectedReflectance20070215_-135--114_-15--1.jpeg,671,714,1084,1002,Flower
69,Region3_DJF_Aqua/Aqua_CorrectedReflectance20070215_-135--114_-15--1.jpeg,151,454,664,1320,Gravel
70,Region3_DJF_Aqua/Aqua_CorrectedReflectance20170118_-135--114_-15--1.jpeg,359,324,895,871,Sugar
72,Region3_DJF_Aqua/Aqua_CorrectedReflectance20170118_-135--114_-15--1.jpeg,2,288,285,760,Sugar
73,Region3_SON_Terra/Terra_CorrectedReflectance20130927_-135--114_-15--1.jpeg,158,361,1560,861,Gravel
76,Region1_MAM_Aqua/Aqua_CorrectedReflectance20150320_-61--40_10-24.jpeg,418,457,1130,1341,Sugar
77,Region1_DJF_Aqua/Aqua_CorrectedReflectance20161217_-61--40_10-24.jpeg,187,117,832,1095,Sugar
78,Region1_DJF_Aqua/Aqua_CorrectedReflectance20161217_-61--40_10-24.jpeg,1653,56,2086,1163,Gravel
80,Region3_DJF_Aqua/Aqua_CorrectedReflectance20101209_-135--114_-15--1.jpeg,17,579,1599,922,Fish
81,Region1_DJF_Terra/Terra_CorrectedReflectance20171215_-61--40_10-24.jpeg,40,27,795,1309,Gravel
82,Region2_DJF_Terra/Terra_CorrectedReflectance20140110_159-180_8-22.jpeg,937,3,1838,626,Fish
83,Region2_DJF_Terra/Terra_CorrectedReflectance20140110_159-180_8-22.jpeg,417,94,967,474,Sugar
85,Region2_DJF_Terra/Terra_CorrectedReflectance20160115_159-180_8-22.jpeg,344,431,2048,1368,Flower
87,Region3_SON_Aqua/Aqua_CorrectedReflectance20130907_-135--114_-15--1.jpeg,1571,47,2099,795,Flower
89,Region3_SON_Aqua/Aqua_CorrectedReflectance20111007_-135--114_-15--1.jpeg,43,16,532,1342,Sugar
90,Region3_SON_Aqua/Aqua_CorrectedReflectance20111007_-135--114_-15--1.jpeg,1345,338,2080,1247,Gravel
91,Region3_SON_Terra/Terra_CorrectedReflectance20071105_-135--114_-15--1.jpeg,14,27,562,1014,Sugar
92,Region3_SON_Terra/Terra_CorrectedReflectance20071105_-135--114_-15--1.jpeg,864,639,1808,1236,Sugar
93,Region3_SON_Terra/Terra_CorrectedReflectance20161017_-135--114_-15--1.jpeg,667,699,2099,1389,Flower
94,Region3_SON_Terra/Terra_CorrectedReflectance20161017_-135--114_-15--1.jpeg,476,365,1043,943,Flower
96,Region3_DJF_Terra/Terra_CorrectedReflectance20121211_-135--114_-15--1.jpeg,755,1,2093,1399,Flower
99,Region1_DJF_Aqua/Aqua_CorrectedReflectance20070210_-61--40_10-24.jpeg,775,10,1764,738,Fish
100,Region1_DJF_Aqua/Aqua_CorrectedReflectance20070210_-61--40_10-24.jpeg,673,770,1672,1298,Gravel
101,Region2_DJF_Terra/Terra_CorrectedReflectance20160115_159-180_8-22.jpeg,595,542,1471,1149,Flower
102,Region2_DJF_Terra/Terra_CorrectedReflectance20160115_159-180_8-22.jpeg,754,163,2054,451,Sugar
103,Region1_MAM_Terra/Terra_CorrectedReflectance20070325_-61--40_10-24.jpeg,1184,49,2077,1044,Gravel
104,Region1_MAM_Terra/Terra_CorrectedReflectance20070325_-61--40_10-24.jpeg,417,473,1076,1194,Gravel
105,Region1_DJF_Terra/Terra_CorrectedReflectance20170216_-61--40_10-24.jpeg,1445,548,2099,1277,Flower
107,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070418_-61--40_10-24.jpeg,1048,370,2099,1183,Gravel
110,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070418_-61--40_10-24.jpeg,1503,3,2099,329,Gravel
111,Region1_MAM_Aqua/Aqua_CorrectedReflectance20080309_-61--40_10-24.jpeg,250,835,1415,1132,Sugar
113,Region3_SON_Aqua/Aqua_CorrectedReflectance20100929_-135--114_-15--1.jpeg,1286,59,2099,1219,Flower
114,Region3_SON_Aqua/Aqua_CorrectedReflectance20151104_-135--114_-15--1.jpeg,55,48,1052,972,Gravel
116,Region1_MAM_Terra/Terra_CorrectedReflectance20130309_-61--40_10-24.jpeg,29,40,1145,519,Fish
117,Region3_DJF_Aqua/Aqua_CorrectedReflectance20121204_-135--114_-15--1.jpeg,1319,55,2087,922,Fish
118,Region3_DJF_Aqua/Aqua_CorrectedReflectance20121204_-135--114_-15--1.jpeg,255,287,1156,1032,Gravel
119,Region1_MAM_Terra/Terra_CorrectedReflectance20170401_-61--40_10-24.jpeg,9,369,2099,1399,Sugar
120,Region1_MAM_Terra/Terra_CorrectedReflectance20080312_-61--40_10-24.jpeg,580,33,2054,884,Fish
121,Region3_DJF_Aqua/Aqua_CorrectedReflectance20171220_-135--114_-15--1.jpeg,207,775,1346,1092,Sugar
122,Region3_DJF_Aqua/Aqua_CorrectedReflectance20171220_-135--114_-15--1.jpeg,180,437,1416,749,Gravel
123,Region3_DJF_Aqua/Aqua_CorrectedReflectance20171220_-135--114_-15--1.jpeg,168,8,1259,381,Gravel
125,Region3_DJF_Aqua/Aqua_CorrectedReflectance20171220_-135--114_-15--1.jpeg,39,1057,1519,1382,Gravel
126,Region3_SON_Terra/Terra_CorrectedReflectance20161129_-135--114_-15--1.jpeg,35,96,623,558,Sugar
127,Region3_SON_Terra/Terra_CorrectedReflectance20161129_-135--114_-15--1.jpeg,1291,435,2099,1048,Sugar
129,Region2_DJF_Aqua/Aqua_CorrectedReflectance20160126_159-180_8-22.jpeg,,,,,
130,Region3_SON_Aqua/Aqua_CorrectedReflectance20131003_-135--114_-15--1.jpeg,71,807,1287,1346,Fish
131,Region3_SON_Aqua/Aqua_CorrectedReflectance20131003_-135--114_-15--1.jpeg,1101,40,2099,864,Flower
132,Region3_SON_Aqua/Aqua_CorrectedReflectance20141128_-135--114_-15--1.jpeg,1189,45,1822,829,Gravel
135,Region3_SON_Terra/Terra_CorrectedReflectance20121101_-135--114_-15--1.jpeg,8,6,762,534,Sugar
137,Region3_SON_Terra/Terra_CorrectedReflectance20121101_-135--114_-15--1.jpeg,149,614,1515,1379,Flower
138,Region3_SON_Terra/Terra_CorrectedReflectance20161010_-135--114_-15--1.jpeg,20,53,1278,649,Sugar
145,Region3_SON_Aqua/Aqua_CorrectedReflectance20130930_-135--114_-15--1.jpeg,,,,,
146,Region3_SON_Aqua/Aqua_CorrectedReflectance20171027_-135--114_-15--1.jpeg,1422,730,2006,1307,Flower
147,Region3_SON_Aqua/Aqua_CorrectedReflectance20171027_-135--114_-15--1.jpeg,26,98,1386,1399,Fish
148,Region2_DJF_Terra/Terra_CorrectedReflectance20160105_159-180_8-22.jpeg,103,21,1969,1214,Sugar
149,Region3_DJF_Terra/Terra_CorrectedReflectance20080209_-135--114_-15--1.jpeg,906,1030,2099,1399,Sugar
151,Region1_DJF_Aqua/Aqua_CorrectedReflectance20170226_-61--40_10-24.jpeg,8,3,864,1399,Gravel
152,Region1_DJF_Aqua/Aqua_CorrectedReflectance20170226_-61--40_10-24.jpeg,1144,114,2099,1158,Gravel
153,Region2_DJF_Terra/Terra_CorrectedReflectance20120127_159-180_8-22.jpeg,514,971,2089,1399,Sugar
154,Region2_DJF_Terra/Terra_CorrectedReflectance20120127_159-180_8-22.jpeg,440,393,1941,871,Fish
155,Region1_MAM_Aqua/Aqua_CorrectedReflectance20140306_-61--40_10-24.jpeg,112,53,1673,1018,Gravel
156,Region3_SON_Aqua/Aqua_CorrectedReflectance20161117_-135--114_-15--1.jpeg,907,581,1684,1155,Gravel
157,Region3_SON_Aqua/Aqua_CorrectedReflectance20161117_-135--114_-15--1.jpeg,356,628,824,1399,Fish
160,Region3_SON_Terra/Terra_CorrectedReflectance20071114_-135--114_-15--1.jpeg,42,612,628,1083,Fish
163,Region3_SON_Aqua/Aqua_CorrectedReflectance20161129_-135--114_-15--1.jpeg,1495,285,2099,880,Sugar
164,Region1_DJF_Terra/Terra_CorrectedReflectance20070212_-61--40_10-24.jpeg,,,,,
165,Region1_MAM_Aqua/Aqua_CorrectedReflectance20100531_-61--40_10-24.jpeg,963,168,2099,1399,Gravel
166,Region1_DJF_Aqua/Aqua_CorrectedReflectance20170129_-61--40_10-24.jpeg,867,676,1461,1388,Gravel
168,Region1_DJF_Aqua/Aqua_CorrectedReflectance20170129_-61--40_10-24.jpeg,1645,407,2074,1323,Gravel
169,Region2_DJF_Aqua/Aqua_CorrectedReflectance20090107_159-180_8-22.jpeg,741,479,1486,1399,Gravel
